Date,Open,High,Low,Close,Adj Close,Volume
2020-10-08,342.8500061035156,343.8500061035156,341.8599853515625,343.7799987792969,328.7755432128906,45242500
2020-10-09,345.55999755859375,347.3500061035156,344.8900146484375,346.8500061035156,331.7115783691406,59528600
2020-10-12,349.5899963378906,354.0199890136719,349.05999755859375,352.42999267578125,337.0480041503906,80388500
2020-10-13,352.2799987792969,352.4700012207031,349.0899963378906,350.1300048828125,334.8484191894531,73255500
2020-10-14,350.75,351.92999267578125,347.1400146484375,347.92999267578125,332.7443542480469,57727900
2020-10-15,343.7099914550781,348.0199890136719,343.1300048828125,347.5,332.33319091796875,60357700
2020-10-16,348.9599914550781,350.75,347.1000061035156,347.2900085449219,332.13238525390625,89501900
2020-10-19,348.6499938964844,349.3299865722656,341.0400085449219,342.010009765625,327.08282470703125,68425600
2020-10-20,343.4599914550781,346.8800048828125,342.6400146484375,343.3800048828125,328.3929748535156,60051900
2020-10-21,343.3299865722656,345.6700134277344,342.3999938964844,342.7300109863281,327.7713928222656,63575000
2020-10-22,342.9599914550781,345.239990234375,340.6499938964844,344.6099853515625,329.5693359375,55399300
2020-10-23,345.92999267578125,345.989990234375,343.1300048828125,345.7799987792969,330.68829345703125,49143900
2020-10-26,342.1300048828125,342.9800109863281,335.6199951171875,339.3900146484375,324.57720947265625,91473000
2020-10-27,339.760009765625,340.1199951171875,337.989990234375,338.2200012207031,323.4582824707031,65994100
2020-10-28,332.1000061035156,338.25,326.1300048828125,326.6600036621094,312.4027404785156,127094300
2020-10-29,326.9100036621094,333.3999938964844,325.0899963378906,329.9800109863281,315.57794189453125,90597700
2020-10-30,328.2799987792969,329.69000244140625,322.6000061035156,326.5400085449219,312.28802490234375,120287300
2020-11-02,330.20001220703125,332.3599853515625,327.239990234375,330.20001220703125,315.7882385253906,86068300
2020-11-03,333.69000244140625,338.25,330.2900085449219,336.0299987792969,321.3638610839844,93294200
2020-11-04,340.8599853515625,347.94000244140625,339.5899963378906,343.5400085449219,328.5460510253906,126959700
2020-11-05,349.239990234375,352.19000244140625,348.8599853515625,350.239990234375,334.95361328125,82039700
2020-11-06,349.92999267578125,351.510009765625,347.6499938964844,350.1600036621094,334.8771057128906,74973000
2020-11-09,363.9700012207031,364.3800048828125,354.05999755859375,354.55999755859375,339.0850830078125,172304200
2020-11-10,353.489990234375,355.17999267578125,350.510009765625,354.0400085449219,338.5877685546875,85552000
2020-11-11,356.3999938964844,357.55999755859375,355.05999755859375,356.6700134277344,341.10302734375,58649000
2020-11-12,355.5799865722656,356.7200012207031,351.260009765625,353.2099914550781,337.7939758300781,67546200
2020-11-13,355.2699890136719,358.8999938964844,354.7099914550781,358.1000061035156,342.4704895019531,62892200
2020-11-16,360.9800109863281,362.7799987792969,359.5899963378906,362.57000732421875,346.7454528808594,74541100
2020-11-17,359.9700012207031,361.9200134277344,358.3399963378906,360.6199951171875,344.8805236816406,66111000
2020-11-18,360.9100036621094,361.5,356.239990234375,356.2799987792969,340.7299499511719,70591300
2020-11-19,355.6000061035156,358.17999267578125,354.1499938964844,357.7799987792969,342.16455078125,59940900
2020-11-20,357.5,357.7200012207031,355.25,355.3299865722656,339.8214111328125,70417300
2020-11-23,357.2799987792969,358.82000732421875,354.8699951171875,357.4599914550781,341.8584899902344,63230600
2020-11-24,360.2099914550781,363.80999755859375,359.2900085449219,363.2200012207031,347.36712646484375,62415900
2020-11-25,363.1300048828125,363.1600036621094,361.4800109863281,362.6600036621094,346.8315124511719,45330900
2020-11-27,363.8399963378906,364.17999267578125,362.5799865722656,363.6700134277344,347.7974548339844,28514100
2020-11-30,362.8299865722656,363.1199951171875,359.1700134277344,362.05999755859375,346.2577209472656,83872700
2020-12-01,365.57000732421875,367.67999267578125,364.92999267578125,366.0199890136719,350.0448303222656,74231400
2020-12-02,364.82000732421875,366.9599914550781,364.20001220703125,366.7900085449219,350.7812194824219,45927000
2020-12-03,366.67999267578125,368.19000244140625,365.5,366.69000244140625,350.68560791015625,62882000
2020-12-04,367.32000732421875,369.8500061035156,367.2200012207031,369.8500061035156,353.70770263671875,50749900
2020-12-07,369.0199890136719,369.6199951171875,367.7200012207031,369.0899963378906,352.9808654785156,48944300
2020-12-08,367.7200012207031,370.7799987792969,367.6700134277344,370.1700134277344,354.0137634277344,42458900
2020-12-09,370.8800048828125,371.04998779296875,365.95001220703125,366.8500061035156,350.838623046875,74098300
2020-12-10,365.3699951171875,367.8599853515625,364.42999267578125,366.7300109863281,350.7239074707031,57735400
2020-12-11,364.8999938964844,366.739990234375,363.260009765625,366.29998779296875,350.31268310546875,57698600
2020-12-14,368.6400146484375,369.79998779296875,364.4700012207031,364.6600036621094,348.7442626953125,69216200
2020-12-15,367.3999938964844,369.5899963378906,365.9200134277344,369.5899963378906,353.4590759277344,63865300
2020-12-16,369.82000732421875,371.1600036621094,368.8699951171875,370.1700134277344,354.0137634277344,58420500
2020-12-17,371.94000244140625,372.4599914550781,371.04998779296875,372.239990234375,355.993408203125,64119500
2020-12-18,370.9700012207031,371.1499938964844,367.0199890136719,369.17999267578125,354.5719299316406,136542300
2020-12-21,364.9700012207031,378.4599914550781,362.0299987792969,367.8599853515625,353.30419921875,96386700
2020-12-22,368.2099914550781,368.3299865722656,366.0299987792969,367.239990234375,352.708740234375,47949000
2020-12-23,368.2799987792969,369.6199951171875,367.2200012207031,367.57000732421875,353.0257263183594,46201400
2020-12-24,368.0799865722656,369.0299987792969,367.45001220703125,369.0,354.3990783691406,26457900
2020-12-28,371.739990234375,372.5899963378906,371.07000732421875,372.1700134277344,357.44366455078125,39000400
2020-12-29,373.80999755859375,374.0,370.8299865722656,371.4599914550781,356.7617492675781,53680500
2020-12-30,372.3399963378906,373.1000061035156,371.57000732421875,371.989990234375,357.2707824707031,49455300
2020-12-31,371.7799987792969,374.6600036621094,371.2300109863281,373.8800048828125,359.0859680175781,78520700
2021-01-04,375.30999755859375,375.45001220703125,364.82000732421875,368.7900085449219,354.1974182128906,110210800
2021-01-05,368.1000061035156,372.5,368.04998779296875,371.3299865722656,356.63690185546875,66426200
2021-01-06,369.7099914550781,376.9800109863281,369.1199951171875,373.54998779296875,358.7690124511719,107997700
2021-01-07,376.1000061035156,379.8999938964844,375.9100036621094,379.1000061035156,364.0994567871094,68766800
2021-01-08,380.5899963378906,381.489990234375,377.1000061035156,381.260009765625,366.1739807128906,71677200
2021-01-11,377.8500061035156,380.5799865722656,377.7200012207031,378.69000244140625,363.7057189941406,51034700
2021-01-12,378.8900146484375,379.8599853515625,376.3599853515625,378.7699890136719,363.7825012207031,52547700
2021-01-13,378.69000244140625,380.8599853515625,377.8500061035156,379.7900085449219,364.76214599609375,45303600
2021-01-14,380.5899963378906,381.1300048828125,378.1000061035156,378.4599914550781,363.4847717285156,49989100
2021-01-15,376.7200012207031,377.5799865722656,373.70001220703125,375.70001220703125,360.833984375,107160000
2021-01-19,378.3399963378906,379.2300109863281,376.75,378.6499938964844,363.667236328125,51233300
2021-01-20,381.1099853515625,384.7900085449219,380.69000244140625,383.8900146484375,368.6999206542969,61836100
2021-01-21,384.489990234375,384.95001220703125,383.25,384.239990234375,369.03607177734375,47840100
2021-01-22,382.25,384.1300048828125,381.8399963378906,382.8800048828125,367.7298583984375,52860500
2021-01-25,383.6700134277344,384.7699890136719,378.4599914550781,384.3900146484375,369.1801452636719,70402000
2021-01-26,385.4100036621094,385.8500061035156,383.5400085449219,383.7900085449219,368.60382080078125,42665300
2021-01-27,380.2200012207031,380.32000732421875,372.010009765625,374.4100036621094,359.5950622558594,123351100
2021-01-28,376.3599853515625,381.92999267578125,375.8900146484375,377.6300048828125,362.6875915527344,94198100
2021-01-29,375.6300048828125,376.6700134277344,368.2699890136719,370.07000732421875,355.4267578125,126765100
2021-02-01,373.7200012207031,377.3399963378906,370.3800048828125,376.2300109863281,361.3430480957031,75817600
2021-02-02,379.6499938964844,383.2200012207031,376.32000732421875,381.54998779296875,366.45245361328125,64450700
2021-02-03,382.44000244140625,383.70001220703125,380.4800109863281,381.8500061035156,366.74066162109375,52427100
2021-02-04,382.9599914550781,386.239990234375,381.9700012207031,386.19000244140625,370.90887451171875,47142600
2021-02-05,388.20001220703125,388.4700012207031,386.1400146484375,387.7099914550781,372.3687438964844,48669800
2021-02-08,389.2699890136719,390.55999755859375,388.3500061035156,390.510009765625,375.0579833984375,38365200
2021-02-09,389.6099853515625,390.8900146484375,389.1700134277344,390.25,374.8082275390625,35551100
2021-02-10,392.1199951171875,392.2799987792969,387.5,390.0799865722656,374.6449890136719,59154400
2021-02-11,391.239990234375,391.69000244140625,388.1000061035156,390.7099914550781,375.25006103515625,42913300
2021-02-12,389.8500061035156,392.8999938964844,389.7699890136719,392.6400146484375,377.10369873046875,50593300
2021-02-16,393.9599914550781,394.1700134277344,391.5299987792969,392.29998779296875,376.7771301269531,50972400
2021-02-17,390.4200134277344,392.6600036621094,389.3299865722656,392.3900146484375,376.8636169433594,52290600
2021-02-18,389.5899963378906,391.5199890136719,387.739990234375,390.7200012207031,375.2596130371094,59712800
2021-02-19,392.07000732421875,392.3800048828125,389.54998779296875,390.0299987792969,374.5969543457031,83241000
2021-02-22,387.05999755859375,389.6199951171875,386.739990234375,387.0299987792969,371.7156982421875,67414200
2021-02-23,384.6600036621094,388.95001220703125,380.20001220703125,387.5,372.16705322265625,107284100
2021-02-24,386.3299865722656,392.2300109863281,385.2699890136719,391.7699890136719,376.26806640625,72433900
2021-02-25,390.4100036621094,391.8800048828125,380.7799987792969,382.3299865722656,367.20159912109375,146670500
2021-02-26,384.3500061035156,385.5799865722656,378.2300109863281,380.3599853515625,365.30950927734375,152701600
2021-03-01,385.5899963378906,390.9200134277344,380.57000732421875,389.5799865722656,374.164794921875,105348800
2021-03-02,389.82000732421875,390.07000732421875,386.0,386.5400085449219,371.2450256347656,79595300
2021-03-03,385.7900085449219,386.8299865722656,381.30999755859375,381.4200134277344,366.3276672363281,119940200
2021-03-04,381.2200012207031,384.0,371.8800048828125,376.70001220703125,361.79443359375,183433000
2021-03-05,380.4599914550781,384.760009765625,372.6400146484375,383.6300048828125,368.4502258300781,152039600
2021-03-08,384.6600036621094,387.67999267578125,381.4200134277344,381.7200012207031,366.6157531738281,123149200
2021-03-09,385.8500061035156,389.9100036621094,385.30999755859375,387.1700134277344,371.8501281738281,113633600
2021-03-10,389.69000244140625,391.3999938964844,388.1700134277344,389.5799865722656,374.164794921875,109899400
2021-03-11,392.2300109863281,395.6499938964844,391.739990234375,393.5299987792969,377.9584045410156,86245000
2021-03-12,392.07000732421875,394.2099914550781,391.20001220703125,394.05999755859375,378.4674987792969,64653600
2021-03-15,394.3299865722656,396.69000244140625,392.0299987792969,396.4100036621094,380.7244873046875,73427200
2021-03-16,397.07000732421875,397.8299865722656,395.0799865722656,395.9100036621094,380.2442932128906,73722500
2021-03-17,394.5299987792969,398.1199951171875,393.29998779296875,397.260009765625,381.5408935546875,97959300
2021-03-18,394.4800109863281,396.7200012207031,390.75,391.4800109863281,375.98956298828125,115349100
2021-03-19,389.8800048828125,391.57000732421875,387.1499938964844,389.4800109863281,375.2938537597656,113624500
2021-03-22,390.0299987792969,394.07000732421875,389.9700012207031,392.5899963378906,378.2906188964844,73778600
2021-03-23,391.9100036621094,393.4599914550781,388.6600036621094,389.5,375.31317138671875,90686600
2021-03-24,391.0,392.75,387.4700012207031,387.5199890136719,373.4052429199219,97588600
2021-03-25,385.9800109863281,390.54998779296875,383.8999938964844,389.70001220703125,375.5058898925781,116128600
2021-03-26,390.92999267578125,396.4100036621094,390.2900085449219,395.9800109863281,381.5572204589844,114409100
2021-03-29,394.3999938964844,396.75,392.80999755859375,395.7799987792969,381.36444091796875,108107600
2021-03-30,394.4200134277344,395.45001220703125,393.0199890136719,394.7300109863281,380.3526916503906,76262200
2021-03-31,395.3399963378906,398.0,395.30999755859375,396.3299865722656,381.8943786621094,112734200
2021-04-01,398.3999938964844,400.6700134277344,398.17999267578125,400.6099853515625,386.0184631347656,99682900
2021-04-05,403.4599914550781,406.94000244140625,403.3800048828125,406.3599853515625,391.55902099609375,91684800
2021-04-06,405.760009765625,407.239990234375,405.3999938964844,406.1199951171875,391.32781982421875,62021000
2021-04-07,405.94000244140625,406.9599914550781,405.45001220703125,406.5899963378906,391.78070068359375,55836300
2021-04-08,407.92999267578125,408.5799865722656,406.92999267578125,408.5199890136719,393.6403503417969,57863100
2021-04-09,408.3900146484375,411.6700134277344,408.260009765625,411.489990234375,396.5022277832031,61104600
2021-04-12,410.8500061035156,411.92999267578125,410.20001220703125,411.6400146484375,396.6467590332031,56704900
2021-04-13,411.5299987792969,413.5299987792969,411.1199951171875,412.8599853515625,397.8222961425781,56551000
2021-04-14,412.8299865722656,413.9599914550781,410.8699951171875,411.45001220703125,396.4637145996094,61659900
2021-04-15,413.739990234375,416.1600036621094,413.69000244140625,415.8699951171875,400.72271728515625,60229800
2021-04-16,417.25,417.9100036621094,415.7300109863281,417.260009765625,402.0620422363281,82037300
2021-04-19,416.260009765625,416.739990234375,413.7900085449219,415.2099914550781,400.086669921875,78498500
2021-04-20,413.9100036621094,415.0899963378906,410.5899963378906,412.1700134277344,397.157470703125,81851800
2021-04-21,411.510009765625,416.2900085449219,411.3599853515625,416.07000732421875,400.9154357910156,66793000
2021-04-22,415.8900146484375,416.7799987792969,411.1300048828125,412.2699890136719,397.2537841796875,97582800
2021-04-23,412.8699951171875,418.25,412.7900085449219,416.739990234375,401.5610046386719,73209200
2021-04-26,417.44000244140625,418.2200012207031,416.80999755859375,417.6099853515625,402.3992614746094,52182400
2021-04-27,417.92999267578125,418.1400146484375,416.29998779296875,417.5199890136719,402.3126220703125,51303100
2021-04-28,417.80999755859375,419.010009765625,416.8999938964844,417.3999938964844,402.19696044921875,51238900
2021-04-29,420.32000732421875,420.7200012207031,416.44000244140625,420.05999755859375,404.7600402832031,78544300
2021-04-30,417.6300048828125,418.5400085449219,416.3399963378906,417.29998779296875,402.1005859375,85527000
2021-05-03,419.42999267578125,419.8399963378906,417.6700134277344,418.20001220703125,402.9678039550781,68128300
2021-05-04,416.07000732421875,416.6000061035156,411.6700134277344,415.6199951171875,400.4818115234375,101591200
2021-05-05,417.3800048828125,417.6300048828125,415.1499938964844,415.75,400.6070251464844,60162200
2021-05-06,415.8299865722656,419.2099914550781,413.67999267578125,419.07000732421875,403.80615234375,74321400
2021-05-07,419.8900146484375,422.82000732421875,419.1600036621094,422.1199951171875,406.7450256347656,67733800
2021-05-10,422.5,422.739990234375,417.80999755859375,417.94000244140625,402.71728515625,81852400
2021-05-11,413.1000061035156,415.2699890136719,410.05999755859375,414.2099914550781,399.1231689453125,116888000
2021-05-12,411.2300109863281,412.5899963378906,404.0,405.4100036621094,390.6437072753906,134811000
2021-05-13,407.07000732421875,412.3500061035156,407.0199890136719,410.2799987792969,395.3363342285156,106394000
2021-05-14,413.2099914550781,417.489990234375,413.17999267578125,416.5799865722656,401.40679931640625,82201600
2021-05-17,415.3900146484375,416.3900146484375,413.3599853515625,415.5199890136719,400.38543701171875,65129200
2021-05-18,415.79998779296875,416.05999755859375,411.7699890136719,411.94000244140625,396.9358215332031,59810200
2021-05-19,406.9200134277344,411.04998779296875,405.3299865722656,410.8599853515625,395.8951721191406,106467100
2021-05-20,411.79998779296875,416.6300048828125,411.6700134277344,415.2799987792969,400.1541442871094,78022200
2021-05-21,416.8699951171875,418.20001220703125,414.45001220703125,414.94000244140625,399.8265686035156,76578700
2021-05-24,417.3399963378906,420.32000732421875,417.0799865722656,419.1700134277344,403.9024963378906,51376700
2021-05-25,420.3299865722656,420.7099914550781,417.6199951171875,418.239990234375,403.0063781738281,57451400
2021-05-26,418.8699951171875,419.6099853515625,417.760009765625,419.07000732421875,403.80615234375,43088600
2021-05-27,420.1700134277344,420.7200012207031,418.989990234375,419.2900085449219,404.0180969238281,56707700
2021-05-28,420.9700012207031,421.25,419.7900085449219,420.0400085449219,404.7408142089844,58520200
2021-06-01,422.57000732421875,422.7200012207031,419.20001220703125,419.6700134277344,404.38427734375,54216600
2021-06-02,420.3699951171875,421.2300109863281,419.2900085449219,420.3299865722656,405.0202331542969,49097100
2021-06-03,417.8500061035156,419.989990234375,416.2799987792969,418.7699890136719,403.51708984375,58138800
2021-06-04,420.75,422.9200134277344,418.8399963378906,422.6000061035156,407.20751953125,55938800
2021-06-07,422.5899963378906,422.7799987792969,421.19000244140625,422.19000244140625,406.8124694824219,51555000
2021-06-08,423.1099853515625,423.2099914550781,420.32000732421875,422.2799987792969,406.89923095703125,47134300
2021-06-09,423.17999267578125,423.260009765625,421.4100036621094,421.6499938964844,406.2921142578125,48436300
2021-06-10,422.9599914550781,424.6300048828125,421.54998779296875,423.6099853515625,408.18072509765625,51020100
2021-06-11,424.20001220703125,424.42999267578125,422.82000732421875,424.30999755859375,408.8552551269531,45570800
2021-06-14,424.42999267578125,425.3699951171875,423.1000061035156,425.260009765625,409.77069091796875,42358500
2021-06-15,425.4200134277344,425.4599914550781,423.5400085449219,424.4800109863281,409.01910400390625,51508500
2021-06-16,424.6300048828125,424.8699951171875,419.9200134277344,422.1099853515625,406.7353210449219,80386100
2021-06-17,421.6700134277344,423.0199890136719,419.32000732421875,421.9700012207031,406.6004943847656,90949700
2021-06-18,417.0899963378906,417.8299865722656,414.70001220703125,414.9200134277344,401.1152648925781,118676300
2021-06-21,416.79998779296875,421.05999755859375,415.92999267578125,420.8599853515625,406.857666015625,72822000
2021-06-22,420.8500061035156,424.0,420.0799865722656,423.1099853515625,409.0327453613281,57700300
2021-06-23,423.19000244140625,424.04998779296875,422.510009765625,422.6000061035156,408.53973388671875,49445400
2021-06-24,424.8900146484375,425.54998779296875,424.6199951171875,425.1000061035156,410.9566345214844,45110300
2021-06-25,425.8999938964844,427.0899963378906,425.54998779296875,426.6099853515625,412.41632080078125,58129500
2021-06-28,427.1700134277344,427.6499938964844,425.8900146484375,427.4700012207031,413.2477111816406,53159600
2021-06-29,427.8800048828125,428.55999755859375,427.1300048828125,427.70001220703125,413.4701232910156,35970500
2021-06-30,427.2099914550781,428.7799987792969,427.17999267578125,428.05999755859375,413.8180847167969,64827900
2021-07-01,428.8699951171875,430.6000061035156,428.79998779296875,430.42999267578125,416.1092529296875,53441000
2021-07-02,431.6700134277344,434.1000061035156,430.5199890136719,433.7200012207031,419.289794921875,57697700
2021-07-06,433.7799987792969,434.010009765625,430.010009765625,432.92999267578125,418.526123046875,68710400
2021-07-07,433.6600036621094,434.760009765625,431.510009765625,434.4599914550781,420.0051574707031,63549500
2021-07-08,428.7799987792969,431.7300109863281,427.5199890136719,430.9200134277344,416.5829772949219,97595200
2021-07-09,432.5299987792969,435.8399963378906,430.7099914550781,435.5199890136719,421.0299072265625,76238600
2021-07-12,435.42999267578125,437.3500061035156,434.9700012207031,437.0799865722656,422.5379638671875,52889600
2021-07-13,436.239990234375,437.8399963378906,435.30999755859375,435.5899963378906,421.09759521484375,52911300
2021-07-14,437.3999938964844,437.9200134277344,434.9100036621094,436.239990234375,421.7259216308594,64130400
2021-07-15,434.80999755859375,435.5299987792969,432.7200012207031,434.75,420.2855529785156,55126400
2021-07-16,436.010009765625,436.05999755859375,430.9200134277344,431.3399963378906,416.98895263671875,75874700
2021-07-19,426.19000244140625,431.4100036621094,421.9700012207031,424.9700012207031,410.8309326171875,147987000
2021-07-20,425.67999267578125,432.4200134277344,424.8299865722656,431.05999755859375,416.7182922363281,99608200
2021-07-21,432.3399963378906,434.70001220703125,431.010009765625,434.54998779296875,420.09222412109375,64724400
2021-07-22,434.739990234375,435.7200012207031,433.69000244140625,435.4599914550781,420.9718933105469,47878500
2021-07-23,437.5199890136719,440.29998779296875,436.7900085449219,439.94000244140625,425.3028564453125,63766600
2021-07-26,439.30999755859375,441.0299987792969,439.260009765625,441.0199890136719,426.346923828125,43719200
2021-07-27,439.9100036621094,439.94000244140625,435.989990234375,439.010009765625,424.4038391113281,67397100
2021-07-28,439.67999267578125,440.29998779296875,437.30999755859375,438.8299865722656,424.2297668457031,52472400
2021-07-29,439.82000732421875,441.79998779296875,439.80999755859375,440.6499938964844,425.9892578125,47435300
2021-07-30,437.9100036621094,440.05999755859375,437.7699890136719,438.510009765625,423.9204406738281,68951200
2021-08-02,440.3399963378906,440.92999267578125,437.2099914550781,437.5899963378906,423.0310363769531,58783300
2021-08-03,438.44000244140625,441.2799987792969,436.1000061035156,441.1499938964844,426.47259521484375,58053900
2021-08-04,439.7799987792969,441.1199951171875,438.7300109863281,438.9800109863281,424.3747863769531,46732200
2021-08-05,440.2200012207031,441.8500061035156,439.8800048828125,441.760009765625,427.0622863769531,38969700
2021-08-06,442.1000061035156,442.94000244140625,441.79998779296875,442.489990234375,427.7679748535156,46930000
2021-08-09,442.4599914550781,442.79998779296875,441.30999755859375,442.1300048828125,427.4199523925781,41222600
2021-08-10,442.6099853515625,443.44000244140625,441.8800048828125,442.67999267578125,427.95172119140625,43339300
2021-08-11,443.82000732421875,443.8800048828125,442.6199951171875,443.7799987792969,429.0151062011719,44034300
2021-08-12,443.6199951171875,445.260009765625,442.6600036621094,445.1099853515625,430.3008117675781,38909400
2021-08-13,445.5899963378906,445.94000244140625,445.07000732421875,445.9200134277344,431.0838623046875,39470300
2021-08-16,444.5299987792969,447.1099853515625,442.8699951171875,446.9700012207031,432.0989685058594,73740000
2021-08-17,444.239990234375,444.9599914550781,440.8500061035156,444.0400085449219,429.2664794921875,92673900
2021-08-18,442.9599914550781,444.6300048828125,438.9200134277344,439.17999267578125,424.568115234375,89351900
2021-08-19,436.2699890136719,441.1400146484375,436.1199951171875,439.8599853515625,425.2254943847656,92812200
2021-08-20,440.2300109863281,443.7099914550781,439.7099914550781,443.3599853515625,428.6090393066406,72008700
2021-08-23,445.1600036621094,448.2300109863281,443.44000244140625,447.260009765625,432.37933349609375,54973000
2021-08-24,447.9700012207031,448.5400085449219,447.4200134277344,447.9700012207031,433.0657043457031,38744700
2021-08-25,448.1700134277344,449.4599914550781,447.7699890136719,448.9100036621094,433.97442626953125,40529700
2021-08-26,448.6099853515625,448.8599853515625,446.1600036621094,446.260009765625,431.41259765625,57829600
2021-08-27,447.1199951171875,450.6499938964844,447.05999755859375,450.25,435.26983642578125,77235100
2021-08-30,450.9700012207031,453.07000732421875,450.7099914550781,452.2300109863281,437.1839904785156,48357400
2021-08-31,452.1300048828125,452.489990234375,450.9200134277344,451.55999755859375,436.5362548828125,59300200
2021-09-01,452.55999755859375,453.1099853515625,451.54998779296875,451.79998779296875,436.76824951171875,48721400
2021-09-02,453.32000732421875,454.04998779296875,451.9100036621094,453.19000244140625,438.1119689941406,42501000
2021-09-03,451.9800109863281,453.6300048828125,451.54998779296875,453.0799865722656,438.00567626953125,47170500
2021-09-07,452.7099914550781,452.80999755859375,450.739990234375,451.4599914550781,436.4395446777344,51671500
2021-09-08,450.8900146484375,451.6700134277344,448.8599853515625,450.9100036621094,435.9078674316406,56181900
2021-09-09,450.70001220703125,452.57000732421875,448.7200012207031,448.9800109863281,434.0420837402344,57970400
2021-09-10,451.0400085449219,451.489990234375,445.30999755859375,445.44000244140625,430.6199035644531,89948200
2021-09-13,448.6400146484375,448.9200134277344,444.1099853515625,446.5799865722656,431.7218933105469,83738600
2021-09-14,448.1199951171875,448.3399963378906,443.2200012207031,444.1700134277344,429.39215087890625,78197100
2021-09-15,444.6199951171875,448.4100036621094,443.44000244140625,447.8800048828125,432.9786682128906,78792200
2021-09-16,447.32000732421875,448.3599853515625,444.0199890136719,447.1700134277344,432.29229736328125,77786700
2021-09-17,444.9200134277344,445.3699951171875,441.0199890136719,441.3999938964844,428.0812683105469,118425000
2021-09-20,434.8800048828125,436.55999755859375,428.8599853515625,434.0400085449219,420.9433898925781,166445500
2021-09-21,436.5299987792969,437.9100036621094,433.07000732421875,433.6300048828125,420.5457458496094,92526100
2021-09-22,436.04998779296875,440.0299987792969,433.75,437.8599853515625,424.64813232421875,102350100
2021-09-23,439.8500061035156,444.8900146484375,439.6000061035156,443.17999267578125,429.8076171875,76396000
2021-09-24,441.44000244140625,444.6700134277344,441.2099914550781,443.9100036621094,430.515625,62094800
2021-09-27,442.80999755859375,444.04998779296875,441.8999938964844,442.6400146484375,429.283935546875,61371100
2021-09-28,439.69000244140625,440.0400085449219,432.94000244140625,433.7200012207031,420.6330871582031,130436300
2021-09-29,435.19000244140625,437.0400085449219,433.8500061035156,434.45001220703125,421.3410339355469,82329200
2021-09-30,436.0199890136719,436.7699890136719,428.7799987792969,429.1400146484375,416.1913146972656,140506000
2021-10-01,430.9800109863281,436.0299987792969,427.2300109863281,434.239990234375,421.1373596191406,129240100
2021-10-04,433.0,433.9599914550781,426.3599853515625,428.6400146484375,415.70635986328125,128570000
2021-10-05,430.239990234375,435.489990234375,429.3900146484375,433.1000061035156,420.03179931640625,90682500
2021-10-06,429.2699890136719,435.1199951171875,427.5400085449219,434.8999938964844,421.7774963378906,113032200
2021-10-07,438.3900146484375,441.67999267578125,438.20001220703125,438.6600036621094,425.4239807128906,72437500
2021-10-08,439.4800109863281,439.8900146484375,437.19000244140625,437.8599853515625,424.64813232421875,74557400
2021-10-11,437.1600036621094,440.260009765625,434.6199951171875,434.69000244140625,421.5738220214844,65233300
2021-10-12,435.6700134277344,436.1000061035156,432.7799987792969,433.6199951171875,420.5360412597656,71181200
2021-10-13,434.7099914550781,436.04998779296875,431.5400085449219,435.17999267578125,422.04901123046875,72974000
2021-10-14,439.0799865722656,442.6600036621094,438.5799865722656,442.5,429.1481628417969,70236800
2021-10-15,444.75,446.260009765625,444.0899963378906,445.8699951171875,432.41644287109375,66260200
2021-10-18,443.9700012207031,447.54998779296875,443.2699890136719,447.19000244140625,433.6966247558594,62213200
2021-10-19,448.9200134277344,450.7099914550781,448.2699890136719,450.6400146484375,437.04254150390625,46996800
2021-10-20,451.1300048828125,452.7300109863281,451.010009765625,452.4100036621094,438.7590637207031,49571600
2021-10-21,451.7699890136719,453.8299865722656,451.30999755859375,453.5899963378906,439.9035339355469,41305400
2021-10-22,453.1300048828125,454.6700134277344,451.04998779296875,453.1199951171875,439.4476623535156,58845100
2021-10-25,454.2799987792969,455.8999938964844,452.3900146484375,455.54998779296875,441.8043212890625,45214500
2021-10-26,457.20001220703125,458.489990234375,455.55999755859375,455.9599914550781,442.2019958496094,56075100
2021-10-27,456.45001220703125,457.1600036621094,453.8599853515625,453.94000244140625,440.2429504394531,72438000
2021-10-28,455.4599914550781,458.3999938964844,455.45001220703125,458.32000732421875,444.4907531738281,51437900
2021-10-29,455.8699951171875,459.55999755859375,455.55999755859375,459.25,445.3927307128906,70162400
2021-11-01,460.29998779296875,460.70001220703125,458.20001220703125,460.0400085449219,446.15887451171875,48433600
2021-11-02,460.2200012207031,462.2300109863281,460.0799865722656,461.8999938964844,447.96270751953125,48908400
2021-11-03,461.29998779296875,465.1499938964844,460.8299865722656,464.7200012207031,450.6976318359375,52509800
2021-11-04,465.3599853515625,467.0,464.989990234375,466.9100036621094,452.8216247558594,52847100
2021-11-05,469.2799987792969,470.6499938964844,466.9200134277344,468.5299987792969,454.3927307128906,66390600
2021-11-08,469.70001220703125,470.2300109863281,468.20001220703125,468.92999267578125,454.7806396484375,50405200
2021-11-09,469.32000732421875,469.57000732421875,465.8800048828125,467.3800048828125,453.2774353027344,51149100
2021-11-10,465.5799865722656,467.3800048828125,462.0400085449219,463.6199951171875,449.6308898925781,69429700
2021-11-11,465.2099914550781,465.2900085449219,463.75,463.7699890136719,449.77630615234375,34848500
2021-11-12,465.1199951171875,467.8599853515625,464.1099853515625,467.2699890136719,453.17071533203125,53466700
2021-11-15,468.6400146484375,468.80999755859375,466.2300109863281,467.42999267578125,453.3258972167969,46980500
